JH_Event_No,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,horizontalError,depthError,magError,magNst,Perception,Mecalli
2.01E+13,10.225,-74.58,17.9,0,,12,251.4,,,,,,,Not felt,I
2.01E+13,6.74,-72.929,154.9,5.4,mwc,398,47,,0.95,,2.2,,,Not felt,I
2.01E+13,10.178,-70.925,9.2,4.4,mw,21,101.1,,,,,,,Felt by a few,III
2.01E+13,6.683,-72.905,170.9,4.4,mb,60,67.1,,0.66,,4.6,,31,Not felt,I
2.01E+13,6.116,-73.732,128.9,4.4,mb,12,85.2,,0.79,,7.3,,1,Not felt,I
2.01E+13,6.724,-72.944,165,0,,10,170,,0.29,,7.4,,,Not felt,I
2.01E+13,6.796,-73.045,168.3,0,,7,119.2,,0.56,,9.9,,,Not felt,I
2.01E+13,6.767,-73.065,168.1,0,,14,74.1,,1.11,,8.3,,,Not felt,I
2.01E+13,6.698,-72.754,177.6,3.7,mb,13,128.9,,1.23,,9.3,,1,Not felt,I
2.01E+13,6.703,-73.008,171,3.8,mb,16,85.6,,0.81,,7,,1,Not felt,I
2.01E+13,6.811,-73.063,159.6,4.3,mb,43,67.5,,1.14,,7.1,,16,Not felt,I
2.01E+13,4.363,-73.88,10,3.5,mb,6,150,,1.51,,,,1,Not felt,II
2.01E+13,4.37,-73.82,0,3.6,ml,5,133.9,,,,,,,Not felt,I
2.01E+13,6.647,-72.871,173.6,0,,8,156.3,,0.55,,9.3,,,Not felt,I
2.01E+13,9.847,-75.804,41.7,3.9,mb,33,63.3,,0.7,,6.3,,15,Not felt,I
2.01E+13,8.89,-77.815,62.3,3.5,mb,26,56.1,,0.95,,6.6,,2,Not felt,I
2.01E+13,5.758,-72.5,43.8,0,,13,92.4,,0.84,,10,,,Not felt,I
2.01E+13,6.757,-73.06,154.4,4.4,mb,23,100.8,,1.36,,8.8,,8,Not felt,I
2.01E+13,2.953,-75.983,23.1,4.9,mb,170,70.4,,1.16,,11.9,,128,Not felt,II
2.01E+13,6.692,-72.947,171.5,0,,6,170.8,,0.79,,12,,,Not felt,I
2.01E+13,7.635,-71.887,10,4.8,mb,11,92.5,,1.13,,,,1,Felt by a few,III
2.01E+13,6.159,-78.138,35.1,0,,9,128.5,,0.81,,12.7,,,Not felt,I
2.01E+13,4.503,-75.312,2.7,4.5,mb,86,83.6,,1.08,,7.1,,46,Not felt,IX
2.01E+13,6.73,-72.925,162.2,4.2,mb,21,82.8,,0.47,,5.3,,4,Not felt,I
2.01E+13,6.72,-72.895,170.6,3.7,mb,35,77.6,,0.66,,5,,16,Not felt,I
2.01E+13,7.572,-73.832,80.4,0,,5,111.9,,0.92,,14.9,,,Not felt,I
2.01E+13,6.725,-72.996,167.2,0,,8,168.3,,0.54,,10,,,Not felt,I
2.01E+13,5.169,-73.603,159.9,3.4,mb,8,105,,1.26,,9.4,,1,Not felt,I
2.01E+13,6.822,-73.072,163.3,3.7,mb,11,163.2,,0.75,,8.1,,1,Not felt,I
2.01E+13,6.741,-72.96,168.3,0,,8,100.8,,0.63,,8.5,,,Not felt,I
2.01E+13,6.749,-72.914,163.2,5,mb,190,46.6,,0.76,,,,121,Not felt,I
2.01E+13,6.771,-73.086,162.1,4.2,mb,36,98.6,,0.88,,6.5,,24,Not felt,I
2.01E+13,7.305,-72.999,143.5,4.4,mb,129,43,,0.81,,,,70,Not felt,I
2.01E+13,5.765,-77.501,41,4.1,mb,29,59.3,,0.95,,8.2,,7,Not felt,I
2.01E+13,3.711,-76.517,134.4,4.6,mb,50,69.1,,0.88,,5.6,,21,Not felt,I
2.01E+13,6.703,-72.925,164.6,4.5,mb,117,46.6,,0.73,,,,53,Not felt,I
2.01E+13,6.79,-73.09,152.2,4.3,mb,13,98.3,,,,,,1,Not felt,I
2.01E+13,6.796,-72.972,164.4,4.6,mb,66,46.1,,0.75,,,,36,Not felt,I
2.01E+13,8.945,-71.005,29,4.6,mb,94,37.2,,0.78,,6,,33,Not felt,I
2.01E+13,6.669,-73.213,172.7,4.3,mb,29,74.9,,0.89,,8.1,,20,Not felt,I
2.01E+13,0.245,-78.356,5.2,4.4,mb,28,60,,,,,,6,Felt by most,V
2.01E+13,8.358,-77.128,51.3,4.7,mb,100,55,,0.84,,3.5,,53,Not felt,I
2.01E+13,6.722,-72.995,157.9,4.5,mb,28,46.5,,1.18,,7.2,,10,Not felt,I
2.01E+13,1.123,-78.847,39.4,4.4,mb,41,144.7,,1.1,,,,14,Not felt,I
2.01E+13,7.376,-73.172,140.1,4.4,mb,20,69,,1.52,,15.4,,4,Not felt,I
2.01E+13,5.229,-76.184,109.6,4.5,mb,15,76.3,,1.32,,10.5,,4,Not felt,I
2.01E+13,6.678,-72.91,167.6,4.3,mb,62,73.5,,0.71,,4.3,,31,Not felt,I
2.01E+13,4.883,-76.046,132.5,4.6,mb,149,61,,0.85,,5.4,,95,Not felt,I
2.01E+13,6.722,-72.927,163.6,4.9,mb,361,33.7,,0.79,,,,243,Not felt,I
2.01E+13,6.725,-72.908,164.2,4.7,mb,230,33.8,,0.72,,,,140,Not felt,I
2.01E+13,4.79,-75.767,79.5,5,mb,249,61.2,,0.95,,4.4,,168,Not felt,I
2.01E+13,6.739,-72.935,161.4,4.3,mb,57,101.1,,0.91,,5.7,,40,Not felt,I
2.01E+13,6.905,-76.722,49.4,4.3,mb,24,122.1,,0.94,,9.8,,15,Not felt,I
2.01E+13,5.617,-77.471,10,5.7,mwb,388,48,,1,,,,,Not felt,IV
2.01E+13,0.172,-77.326,24.3,4.5,mb,67,47.4,,1.28,,3.8,,36,Not felt,I
2.01E+13,6.803,-73.162,144.8,4.2,mb,35,75.5,,0.7,,5,,25,Not felt,I
2.01E+13,1.734,-77.294,95.7,4.7,mb,99,73.9,,0.77,,4.8,,83,Not felt,I
2.01E+13,5.519,-77.505,37.3,5,mb,243,59.6,,0.81,,4.1,,190,Not felt,I
2.01E+13,7.538,-78.183,25.6,4.5,mb,64,49.2,,1.06,,11.9,,22,Not felt,I
2.01E+13,6.778,-73.135,143.2,4.8,mb,248,29.7,,,,,,150,Not felt,I
2.01E+13,6.719,-73.109,159.6,4.2,mb,101,98.9,,0.86,,4.8,,82,Not felt,I
2.01E+13,6.993,-76.638,51.9,4.3,mb,36,60.3,,1.34,,8.9,,15,Not felt,I
2.01E+13,10.942,-74.158,23.6,4.4,mb,97,30,,1.09,,11.5,,52,Not felt,I
2.01E+13,6.728,-72.896,160.6,4.5,mb,118,49,,0.64,,4.2,,85,Not felt,I
2.01E+13,11.27,-70.02,5,4.3,mb,37,58,,,,,,4,Felt by most,V
2.01E+13,2.167,-76.04,53.6,4.3,mb,22,80.9,,0.99,,8.5,,4,Not felt,I
2.01E+13,6.786,-72.975,165.6,4.3,mb,66,48.8,,0.53,,3.8,,39,Not felt,I
2.01E+13,4.101,-76.274,145.4,4.6,mb,105,66.4,,0.86,,,,60,Not felt,I
2.01E+13,4.809,-78.54,10,4.5,mb,23,69,,1.14,,,,3,Felt by a few,III
2.01E+13,6.744,-72.958,156.6,4.6,mb,204,66.9,,0.72,,4,,168,Not felt,I
2.01E+13,5.804,-77.794,6,4.5,mb,26,59.8,,,,,,13,Not felt,IV
2.01E+13,6.793,-73.076,164.9,4.6,mb,116,40,,0.81,,6.3,,297,Not felt,I
2.01E+13,7.304,-77.404,28,4.7,mb,6,,,1.35,,3.4,0.035,,Not felt,I
2.01E+13,6.7285,-72.9947,156.39,4.3,mb,,47,2.285,0.88,,8.9,0.067,,Not felt,I
2.01E+13,5.6991,-78.4518,25.06,4.5,mb,,63,3.708,1.2,,5.4,0.272,,Not felt,I
2.01E+13,6.8043,-73.0205,155.57,4.3,mb,,71,2.332,0.7,,12.3,0.072,,Not felt,I
2.01E+13,6.7546,-72.9503,167.96,4.2,mb,,81,2.332,0.67,,2.7,0.2,,Not felt,I
2.01E+13,6.7786,-72.9204,170.29,4.3,mb,,68,2.369,1.19,,6.9,0.16,,Not felt,I
2.01E+13,6.7139,-72.9523,160.83,4.8,mb,,40,2.298,0.7,,4.8,0.028,,Not felt,I
2.01E+13,4.557,-76.644,53.91,5.5,mwb,,21,2.332,0.65,,3.8,0.059,28,Not felt,I
2.01E+13,6.731,-72.968,164.02,4.5,mb,,81,0.805,0.56,,3,0.102,29,Not felt,I
2.01E+13,6.836,-73.135,146.8,4.6,mb,,,,0.9,,5.2,0.164,12,Not felt,I
2.01E+13,6.803,-73.135,154,4.1,mwr,,,,1.17,,4.4,,,Not felt,I
2.01E+13,6.6913,-72.9584,159.12,5.2,mwb,,23,2.281,0.94,,3.2,0.08,15,Not felt,I
2.01E+13,10.6483,-72.6092,22.97,4.5,mb,,28,2.619,1.18,,1.6,0.089,44,Not felt,II
2.01E+13,6.7552,-72.959,157.73,4.2,mb,,121,0.83,0.81,,5.5,0.118,23,Not felt,I
2.01E+13,8.2733,-74.452,76.71,4.5,mb,,36,2.299,0.94,,6.1,0.089,41,Not felt,I
2.01E+13,6.812,-73.129,154,4.5,mwr,,,,0.59,,5.6,,,Not felt,I
2.01E+13,5.8455,-77.7416,28.2,4.6,mb,,64,2.215,0.78,,5.8,0.244,5,Not felt,I
2.01E+13,6.446,-73.2561,149.11,4.3,mb,,52,0.545,0.97,,6.2,0.237,5,Not felt,I
2.01E+13,3.8591,-71.4052,16.41,4.6,mb,,53,2.643,1.03,,3.5,0.071,59,Not felt,II
2.01E+13,6.8199,-72.9705,156.62,4.3,mb,,48,0.893,0.77,,4.4,0.082,50,Not felt,I
2.01E+13,3.9972,-71.3981,14.7,4.5,mb,,75,2.543,0.83,,5,0.115,24,Not felt,II
2.01E+13,7.7442,-73.226,52.17,4.4,mb,,48,1.811,1.17,,11.6,0.203,7,Not felt,I
2.01E+13,6.873,-73.0569,158.15,4.4,mb,,47,0.939,0.72,,5.6,0.036,234,Not felt,I
2.01E+13,4.0272,-78.9273,10,4.1,mb,,161,2.186,1.09,,1.9,0.198,12,Felt by a few,III
2.01E+13,6.8441,-73.077,158.84,4.3,mb,,113,0.91,1.05,,5.9,0.376,2,Not felt,I
2.01E+13,0.0125,-78.4281,10,4.2,mb,,164,0.224,1.21,,1.9,0.186,9,Felt by a few,III
2.01E+13,10.4751,-72.5035,10,4.5,mb,,50,2.428,1.43,4.9,1.9,0.157,14,Felt by a few,III
2.01E+13,6.8371,-72.923,175.01,4.1,mb,,66,3.045,0.85,12.3,8.1,0.197,8,Not felt,I
2.01E+13,6.7732,-73.002,169.33,4.3,mb,,80,2.322,0.73,10,8.7,0.079,49,Not felt,I
2.01E+13,5.4118,-77.6988,44.29,4.5,mb,,60,3.411,1.14,8.5,7,0.071,78,Not felt,I
2.01E+13,12.8915,-70.2308,32.9,4.4,mb,,77,0.439,1.4,6.7,6.1,0.155,13,Not felt,I
2.01E+13,0.6623,-77.8895,10,5.6,mwb,,27,0.702,0.95,5.5,1.7,0.054,33,Felt by a few,III
2.01E+13,6.7588,-72.949,165.91,5.1,mwr,,33,2.34,1.11,7,4.6,,,Not felt,I
2.01E+13,4.2444,-71.446,15.54,4.3,mb,,104,2.927,1.12,5.7,5.4,0.177,10,Not felt,II
2.01E+13,6.6982,-72.9049,167.62,4.3,mb,,151,2.318,0.29,9.9,11.1,0.129,19,Not felt,I
2.01E+13,6.7649,-72.9786,160.03,4.1,mb,,94,2.328,1.15,11,5.1,0.37,2,Not felt,I
2.02E+13,8.3,-72.15,5,4.3,mwr,,,,1.2,7.3,4.4,,,Felt by most,V
2.02E+13,5.143,-78.1049,32.29,4.2,mb,,65,3.781,0.85,7.6,3.3,0.176,10,Not felt,I
2.02E+13,6.7625,-73.0108,166.02,4.3,mwr,,46,2.308,0.76,8.3,6,,,Not felt,I
2.02E+13,4.67,-76.18,95,5.1,mb,,,,0.94,6.9,4.4,0.035,279,Not felt,I
2.02E+13,8.23,-72.13,5,4.1,mwr,,,,0.58,6.6,4.4,,,Felt by most,V
2.02E+13,6.7569,-72.9547,165.22,4.4,mb,,81,2.335,0.59,8,9,0.178,9,Not felt,I
2.02E+13,6.8316,-73.0317,160.71,4.3,mb,,55,2.353,1.43,8.5,7.7,0.129,17,Not felt,I
2.02E+13,6.7731,-73.0066,153.92,4.6,mb,,36,0.877,0.86,6.1,5.1,0.031,316,Not felt,I
2.02E+13,7.9387,-77.9328,9.83,4.4,mb,,94,2.244,0.7,6.1,5.4,0.064,69,Felt by a few,III
2.02E+13,2.7567,-78.8985,10,4.9,mb,,54,0.931,0.82,6.6,1.8,0.037,235,Felt by a few,III
2.02E+13,6.8911,-73.1014,147.8,4.2,mb,,58,0.991,0.56,7.8,8.1,0.067,61,Not felt,I
2.02E+13,4.4812,-75.666,42.37,4.3,mb,,105,1.388,1.37,7.2,9.2,0.119,20,Not felt,I
2.02E+13,6.8097,-73.0025,154.29,4.1,mb,,28,0.914,0.68,6.5,3.9,0.077,46,Not felt,I
2.02E+13,6.5415,-73.4908,136.56,4.4,mb,,68,0.761,0.7,5.5,5.7,0.044,146,Not felt,I
2.02E+13,7.5362,-77.476,10,5.2,mb,,24,1.112,1.33,5.6,1.8,0.03,352,Felt by a few,III
2.02E+13,6.9812,-73.175,148.57,4,mb,,56,1.258,0.87,7.7,7.3,0.15,12,Not felt,I
2.02E+13,8.4665,-71.3919,3.58,4.3,mwr,,173,0.856,0.57,4,9.2,,,Some damage,VII
2.02E+13,8.5309,-71.3527,9.59,3.7,mwr,,40,0.792,0.92,5.9,4.5,,,Felt by a few,III
2.02E+13,8.5547,-71.3658,12.36,4.6,mb,,37,0.794,0.93,5.1,4.7,0.073,56,Felt by a few,II
2.02E+13,8.559,-71.3893,4.87,4.2,mwr,,36,0.813,0.87,5.2,4.5,,,Felt by most,V
2.02E+13,8.5093,-71.4131,2.74,3.9,mwr,,39,0.855,0.91,5.3,4.1,,,Severe damage,VIII
2.02E+13,8.5554,-71.3886,12.54,4.2,mb,,53,0.814,0.5,3.8,5.3,0.215,6,Severe damage,II
2.02E+13,8.5222,-71.378,9.22,4.8,mwr,,40,0.818,0.72,5.3,4.3,,,Felt by a few,III
2.02E+13,8.5039,-71.3647,10,4.8,mwr,,34,0.815,0.76,2.7,1.8,,,Felt by a few,III
2.02E+13,8.5216,-71.3715,7.66,4.2,mwr,,36,0.813,0.84,3.9,4.5,,,Felt by a few,III
2.02E+13,6.7085,-72.9931,167.26,4.8,mb,,34,2.274,1.21,7.2,5.6,0.032,306,Not felt,I
2.02E+13,8.5889,-71.373,10,3.9,mwr,,42,0.787,1.14,5.4,1.9,,,Felt by a few,III
2.02E+13,8.6255,-71.3945,10,4.4,mb,,39,0.794,0.81,4.3,1.4,0.13,17,Felt by a few,III
2.02E+13,9.6102,-70.7754,18.4,4.5,mb,,46,0.735,1.14,5.4,4.6,0.07,60,Felt by a few,II
2.02E+13,6.8618,-73.1043,149.3,4,mb,,47,1.385,0.94,6.3,7,0.183,8,Not felt,I
2.02E+13,6.7957,-73.0323,154.39,4.4,mb,,42,1.463,0.99,6.9,7,0.095,32,Not felt,I
2.02E+13,3.6211,-72.9565,14.89,4.4,mb,,73,1.824,1.06,7.2,2.5,0.149,13,Not felt,II
2.02E+13,6.878,-73.0318,156.03,4,mb,,96,1.383,1.02,8,6.6,0.082,40,Not felt,I
2.02E+13,6.8753,-73.239,159.5,4.2,mb,,80,1.358,0.57,6.7,9.6,0.199,7,Not felt,I
2.02E+13,6.8131,-73.1316,153.54,4,mwr,,94,1.429,0.66,8,6.8,,,Not felt,I
2.02E+13,6.8819,-73.0951,158.41,4.3,mwr,,71,1.367,0.98,7.7,8.5,,,Not felt,I
2.02E+13,6.8362,-72.9767,150.63,4.2,mb,,46,1.435,0.97,7.4,6.7,0.121,19,Not felt,I
2.02E+13,8.5588,-71.3297,8.95,4.4,mb,,36,0.759,0.77,4.6,1.9,0.083,42,Felt by a few,III
2.02E+13,6.9191,-73.0666,146.5,4.2,mb,,109,1.336,1.19,7.3,5.2,0.121,19,Not felt,I
2.02E+13,6.8371,-73.0254,150.45,4.2,mb,,56,1.424,1.2,7.6,7.4,0.083,40,Not felt,I
2.02E+13,6.8015,-73.0183,136.67,4.2,mwr,,42,1.95,1,7.1,6.4,,,Not felt,I
2.02E+13,6.8164,-73.0401,157.27,4.9,mwr,,66,2.336,0.67,7.7,8.4,,,Not felt,I
2.02E+13,6.7882,-72.9375,156.04,4.2,mb,,63,2.371,1.26,5.5,12,0.136,15,Not felt,I
2.02E+13,7.3736,-76.1686,18,6,mww,,32,3.112,1.18,6.6,1.8,,,Not felt,II
2.02E+13,6.7389,-73.0345,148.47,4.4,mwr,,91,2.547,0.87,9.4,11.5,,,Not felt,I
2.02E+13,7.5507,-73.2753,153.02,4.4,mb,,66,2.882,0.85,4.3,13.1,0.138,15,Not felt,I
2.02E+13,3.3938,-74.2744,61.75,4.5,mb,,65,1.442,0.99,5.5,9.7,0.132,19,Not felt,I
2.02E+13,7.495,-73.3608,123.28,4.5,mb,,36,1.615,1.42,6.4,8.6,0.097,31,Not felt,I
2.02E+13,2.6595,-75.5794,10,4.4,mb,,100,2.507,1.05,7.7,1.9,0.112,23,Felt by a few,III
2.02E+13,1.6873,-76.9221,138.08,4.7,mb,,42,1.295,1.38,7,5.5,0.053,108,Not felt,I
2.02E+13,6.7894,-73.0015,153.52,4.1,mb,,68,0.894,0.72,9.3,9,0.093,32,Not felt,I
2.02E+13,6.0601,-77.9396,5.96,5.2,mww,,37,3.614,0.79,6.4,2.9,0.054,33,Felt by most,V
2.02E+13,6.8107,-72.9933,152.04,4.3,mb,,74,0.916,0.86,8.6,8.5,0.074,52,Not felt,I
2.02E+13,6.5268,-72.7996,175.11,4.2,mb,,113,2.254,0.64,10.2,9.2,0.128,17,Not felt,I
2.02E+13,6.7392,-72.9569,162.2,4.3,mb,,80,0.85,0.37,7.9,12.7,0.53,1,Not felt,I
2.02E+13,6.8208,-72.9632,148.07,4,mb,,43,0.929,0.48,7.2,7.6,0.119,19,Not felt,I
2.02E+13,7.669,-78.4157,10,4.2,mb,,102,2.047,0.78,8.4,1.3,0.373,2,Felt by a few,III
2.02E+13,6.7983,-72.9907,165.12,4.7,mb,,64,2.349,0.74,8.7,7.4,0.032,289,Not felt,I
2.02E+13,9.4251,-78.4984,67.69,4.1,mb,,79,1.346,1.14,9.3,12,0.158,11,Not felt,I
2.02E+13,7.5275,-73.148,128.61,5.1,mww,,30,2.83,0.9,4.9,3.6,0.052,35,Not felt,I
2.02E+13,2.4828,-76.0318,157.28,5.1,mww,,24,1.65,0.82,6.2,4,0.052,35,Not felt,I
2.02E+13,2.7641,-74.9148,46.1,4.7,mb,,100,0.925,1.15,6.7,7.3,0.063,77,Not felt,I
2.02E+13,4.7377,-76.1183,105.19,4.5,mb,,80,1.595,0.72,4.3,7.2,0.061,80,Not felt,I
2.02E+13,7.4948,-76.076,42.05,4.4,mb,,81,1.357,1.28,6.7,11.2,0.109,24,Not felt,I
2.02E+13,9.6384,-78.9606,56.3,4.5,mb,,60,0.984,1.39,7.8,11.2,0.061,78,Not felt,I
2.02E+13,6.7772,-73.0024,165.28,4.3,mb,,92,2.325,0.78,10.8,9.5,0.081,43,Not felt,I
2.02E+13,4.1427,-76.2035,156.27,4.6,mb,,91,2.002,0.76,7.8,6.3,0.051,114,Not felt,I
2.02E+13,3.6044,-78.0778,31.37,4.8,mb,,119,1.872,1.21,8.3,5.3,0.111,25,Not felt,I
2.02E+13,8.3459,-71.7188,10,4.9,mb,,19,1.198,0.71,6.6,1.8,0.024,525,Felt by a few,III
2.02E+13,12.1926,-77.3864,14.12,4.5,mb,,68,3.853,0.96,8.3,5.4,0.066,68,Felt by a few,II
2.02E+13,7.7652,-75.0172,35,4.5,mb,,114,2.982,0.85,3.2,2,0.102,28,Not felt,I
2.02E+13,6.7387,-72.8998,165.4,4.2,mb,,96,2.353,0.87,11.8,13.6,0.121,19,Not felt,I
2.02E+13,7.3432,-73.0316,150.8,4.3,mb,,61,2.793,0.88,7.9,7.8,0.052,102,Not felt,I
2.02E+13,5.1865,-75.5438,110.03,5.3,mww,,21,1.264,0.95,6.8,4.1,0.048,42,Not felt,I
2.02E+13,1.859,-75.7791,35.86,4.5,mb,,72,2.306,0.86,6.2,6.3,0.118,21,Not felt,I
2.02E+13,3.3148,-74.1082,46.79,4.4,mb,,81,1.534,0.91,6.5,11.4,0.087,38,Not felt,I
2.02E+13,12.2604,-69.9949,10,2.8,ml,,166,0.244,0.78,3.9,2,0.128,8,Not felt,II
2.02E+13,6.7626,-72.966,160.16,4.5,mb,,47,2.334,1,2.5,6.2,0.044,151,Not felt,I
2.02E+13,7.262,-73.4769,102.64,4.5,mb,,69,1.415,1.06,7.6,8.5,0.04,185,Not felt,I
2.02E+13,1.2764,-77.4896,10,3.4,ml,,183,0.631,1.01,9.2,1.9,0.148,6,Not felt,II
2.02E+13,6.7417,-72.8204,163.27,4.1,mb,,80,2.404,0.7,7.5,7.7,0.062,70,Not felt,I
2.02E+13,1.0673,-77.2722,11.55,4.9,mwr,,42,0.621,1.06,4.8,3.3,0.098,10,Felt by a few,III
2.02E+13,4.2587,-73.662,49.03,4.3,mb,,81,0.878,1.33,3.4,14.3,0.177,9,Not felt,I
2.02E+13,9.858,-78.6394,35,4.9,mb,,61,1.366,1.09,6.7,2,0.027,438,Not felt,I
2.02E+13,6.736,-73.0257,161.11,4.3,mb,,66,2.278,0.64,8.3,8.8,0.137,15,Not felt,I
2.02E+13,6.5258,-72.7411,172.7,4.1,mb,,115,2.293,0.28,12.2,13.2,0.198,7,Not felt,I
2.02E+13,6.7486,-73.025,162.03,4.5,mb,,70,2.289,1.01,8.8,9.7,0.037,210,Not felt,I
2.02E+13,4.7859,-76.2596,96.71,4.7,mb,,77,3.348,0.76,8,7.5,0.082,45,Not felt,I
2.02E+13,6.7828,-73.0085,159.16,4.1,mb,,66,2.326,0.62,9.6,9.6,0.093,32,Not felt,I
2.02E+13,7.1417,-76.7067,10,4.5,mb,,87,3.291,1.19,3.6,1.9,0.121,20,Felt by a few,III
2.02E+13,11.2634,-70.593,10,4.4,mb,,70,1.359,0.67,3.9,1.9,0.084,41,Felt by a few,III
2.02E+13,6.8501,-72.5916,170.71,4.3,mb,,110,1.069,0.4,10.8,11.3,0.237,5,Not felt,I
2.02E+13,9.3617,-70.6608,7.46,4.6,mb,,46,0.475,0.98,5.2,3.2,0.069,62,Not felt,IV
2.02E+13,6.6657,-72.931,162.42,4.5,mb,,62,0.782,0.64,8.8,8,0.08,46,Not felt,I
2.02E+13,6.6645,-72.911,163.72,4.4,mb,,90,0.785,1.03,8.8,7.1,0.13,17,Not felt,I
2.02E+13,12.2611,-69.9253,10,2.9,mb_lg,,100,0.949,0.78,3.1,2,0.255,4,Not felt,II
2.02E+13,6.8088,-73.0399,151.76,4.4,mb,,42,0.911,1.03,3.1,5.8,0.042,164,Not felt,I
2.02E+13,3.7464,-78.7119,14.24,5,mww,,129,1.898,0.97,6.9,4.2,0.073,18,Not felt,II
,13.306,,,,,5,19,,,,,,23.45608108,,
